#   Theta  Young's-Modulus  Shear-Modulus    Poisson's-Ratio
#   You can plot in 2D-polar coordinates 
  347.000    180.0674           65.3244           0.3783
  347.500    180.0674           65.3244           0.3783
  348.000    180.0674           65.3244           0.3783
  348.500    180.0674           65.3244           0.3783
  349.000    180.0674           65.3244           0.3783
  349.500    180.0674           65.3244           0.3783
  350.000    180.0674           65.3244           0.3783
  350.500    180.0674           65.3244           0.3783
  351.000    180.0674           65.3244           0.3783
  351.500    180.0674           65.3244           0.3783
  352.000    180.0674           65.3244           0.3783
  352.500    180.0674           65.3244           0.3783
  353.000    180.0674           65.3244           0.3783
  353.500    180.0674           65.3244           0.3783
  354.000    180.0674           65.3244           0.3783
  354.500    180.0674           65.3244           0.3783
  355.000    180.0674           65.3244           0.3783
  355.500    180.0674           65.3244           0.3783
  356.000    180.0674           65.3244           0.3783
  356.500    180.0674           65.3244           0.3783
  357.000    180.0674           65.3244           0.3783
  357.500    180.0674           65.3244           0.3783
  358.000    180.0674           65.3244           0.3783
  358.500    180.0674           65.3244           0.3783
  359.000    180.0674           65.3244           0.3783
  359.500    180.0674           65.3244           0.3783
  360.000    180.0674           65.3244           0.3783
